13,cliddon,22965.0,12940.0
12,mom,25918.0,15718.0
11,scoot,9.118060800000001E7,9.117058300000001E7
10,jack,14275.0,4250.0
9,mark again,25060.0,15060.0
8,jacques,85.87200000000001,-9939.128
7,scott,11818.0,1818.0
6,scotty p,52248.4,42198.4
5,No Named Dude 0,9800.0,-200.0
4,Mark,9100.0,-900.0
3,Markus,10040.0,40.0
2,No Named Dude 2,49900.0,39900.0
1,No Named Dude 1,9962.0,38.0
0,mark,783.152,-8781.848
